region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,etapa_vida,tipo_hogar,indice_experiencia,nivel_economico,categoria_empleo,nivel_establecimiento,estado_residencial,segmento_senior,categoria_valor,antiguedad_servicio,etapa_vida_v2,estructura_familiar,situacion_laboral,indice_valor_unificado,indice_fidelizacion,potencial_crecimiento,estabilidad_familiar,score_cliente,categoria_cliente_refinada,etapa_vida_final,indice_economico_v2,indice_estabilidad_v2,indice_potencial_v2,nivel_estabilidad,nivel_potencial,score_cliente_v2,segmento_final,valor_actual,valor_potencial,perfil_cliente_v2,estructura_familiar_v3,indice_economico_v3,indice_estabilidad_v3,indice_potencial_v3,score_cliente_v3,nivel_economico_v3,nivel_estabilidad_v3,nivel_potencial_v3,valor_actual_v3,valor_potencial_v3,categoria_valor_v3,segmento_final_v3,perfil_cliente_v3,estructura_familiar_v4,income_norm,ed_norm,employ_norm,tenure_norm,address_norm,age_norm,indice_economico_v4,indice_estabilidad_v4,indice_potencial_v4,score_cliente_v4,nivel_economico_v4,nivel_estabilidad_v4,nivel_potencial_v4,valor_actual_v4,valor_potencial_v4,categoria_valor_v4,segmento_v4,perfil_cliente_v4,estructura_familiar_final,income_norm_final,ed_norm_final,employ_norm_final,tenure_norm_final,address_norm_final,age_norm_final,indice_economico_final,indice_estabilidad_final,indice_potencial_final,score_cliente_final,nivel_economico_final,nivel_estabilidad_final,nivel_potencial_final,valor_actual_final,valor_potencial_final,categoria_valor_final,perfil_cliente_final
3,31,62,0,5,56.0,2,26,0.0,1,1,3,Avanzada_Carrera,Individual,0.5909090909090909,Emergente,Experimentado,Establecido,Establecido,Regular,Alto_Valor,Reciente,Senior,Individual,Experiencia_Alta,Alto,Medio,Medio,Transitorio,0.2779150721975611,Plus,Senior,0.1801438848920863,0.319224156458199,0.3122517147572265,Establecido,Emergente,0.2621975594915595,Emergente,24.11111111111111,73.48609602640468,Regular,Individual,0.0948312236286919,0.316016018743019,0.3108522727272728,0.2370522166482807,Emergente,Consolidado,Moderado,9.644444444444446,12.642441919191922,Valor,Emergente,En_Desarrollo,Individual,0.0283303194695599,0.25,0.5531914893617021,0.4225352112676056,0.0909090909090909,0.7457627118644068,0.1169981916817359,0.316016018743019,0.2442135293376693,0.2220483900374359,Emergente,Consolidado,Moderado,0.0149631969029366,0.0186174120287772,Valor,Emergente,En_Desarrollo,Individual,0.3032258064516129,0.25,0.6842105263157895,0.4225352112676056,0.12345679012345678,0.7457627118644068,0.287258064516129,0.35523890581958284,0.4461321191541905,0.35871357536375625,Valor,Estable,Moderado,0.539186733303044,0.7797352532513564,Valor,En_Desarrollo
2,65,33,1,9,49.0,2,6,0.0,0,5,2,Inicial_Carrera,Familia,0.4,Emergente,En_Desarrollo,Establecido,Establecido,Regular,Crecimiento,Leal,Adulto_Joven,Mediana,Experiencia_Media,Medio,Alto,Medio,Arraigado,0.3753498903005255,Premium,Adulto_Joven,0.1776258992805755,0.4520975714592736,0.2589008792965628,Establecido,Emergente,0.3036695641552522,Valor,44.236111111111114,61.686143085531576,Regular,Extendida,0.0918776371308016,0.4515498406298526,0.2747222222222222,0.2726162838828956,Emergente,Consolidado,Moderado,17.694444444444446,22.55550154320988,Alto_Valor,Valor,En_Desarrollo,Mediana,0.0241109101868595,0.25,0.1276595744680851,0.9014084507042254,0.1636363636363636,0.2542372881355932,0.1144665461121157,0.4515498406298526,0.1993014573747985,0.266266846171747,Emergente,Consolidado,Moderado,0.0271672227457572,0.0325816898318124,Alto_Valor,Valor,Valor,Extendida,0.25806451612903225,0.25,0.15789473684210525,0.9014084507042254,0.2222222222222222,0.2542372881355932,0.25564516129032255,0.4810312165390001,0.6302320316921337,0.446906341747903,Emergente,Consolidado,Medio,0.6133575647432985,0.9999151489252069,Valor,Fidelizado
1,36,58,0,34,80.0,1,21,0.0,1,1,2,Avanzada_Carrera,Individual,0.525,Básico,Experimentado,Maduro,Establecido,Regular,Alto_Valor,Establecido,Senior,Individual,Experiencia_Alta,Alto,Premium,Bajo,Establecido,0.2538655033420072,Estándar,Adulto_Maduro,0.1087769784172662,0.5366344294003869,0.2213479729252762,Premium,Básico,0.3024341577121165,Valor,40.0,97.7078378340221,Fidelizado,Individual,0.0299578059071729,0.5338175279919362,0.2152083333333333,0.2618838668646882,Básico,Arraigado,Básico,8.0,9.721666666666668,Valor,Valor,En_Desarrollo,Individual,0.0427968655816757,0.0,0.4468085106382978,0.4929577464788732,0.6181818181818182,0.6779661016949152,0.0256781193490054,0.5338175279919362,0.1368702930993346,0.2511723175562436,Básico,Arraigado,Básico,0.0210970464135021,0.0239846053396484,Valor,Valor,Valor,Individual,0.45806451612903226,0.0,0.5526315789473685,0.49295774647887325,0.8395061728395061,0.6779661016949152,0.32064516129032256,0.6435118835168255,0.4332843803056028,0.4674402797741827,Valor,Arraigado,Moderado,0.6838709677419355,0.9801815762089928,Valor,Fidelizado
1,61,46,0,5,318.0,3,18,0.0,1,1,3,Media_Carrera,Individual,0.6428571428571429,Premium,Experimentado,Establecido,Establecido,Regular,Premium,Leal,Adulto,Individual,Experiencia_Alta,Muy_Alto,Alto,Muy_Alto,Transitorio,0.4887235318128476,VIP,Adulto_Maduro,0.3543884892086331,0.4518482699333763,0.4829621744882953,Establecido,Premium,0.4190871385544628,Premium,269.4166666666667,471.58197148727794,Premium_Plus,Individual,0.280379746835443,0.4509875500585719,0.4068154761904762,0.3780231967700481,Premium,Consolidado,Superior,161.65,227.4117217261905,Premium,Premium,Elite,Individual,0.18625678119349,0.5,0.3829787234042553,0.8450704225352113,0.0909090909090909,0.4745762711864407,0.311754068716094,0.4509875500585719,0.4629737159981291,0.3976913907094923,Premium,Consolidado,Superior,0.2361001451748465,0.345408306734143,Premium,Premium,Elite,Individual,1.0,0.5,0.47368421052631576,0.8450704225352113,0.12345679012345678,0.4745762711864407,0.85,0.4821477271687304,1.242481203007519,0.8389960654113113,Premium,Consolidado,Superior,2.767605633802817,6.206303611140528,Premium,Elite
2,48,42,0,21,35.0,4,5,0.0,0,1,3,Media_Carrera,Individual,0.2083333333333333,Establecido,En_Desarrollo,Establecido,Establecido,Regular,Crecimiento,Establecido,Adulto,Individual,Experiencia_Inicial,Muy_Alto,Premium,Alto,Establecido,0.3790315832440431,Premium,Adulto_Joven,0.332589928057554,0.4406705351386203,0.3799340527577938,Establecido,Establecido,0.3852909958300284,Valor,23.333333333333332,48.29769184652279,Regular,Individual,0.235970464135021,0.4387926008663199,0.3814583333333334,0.3506045727504693,Establecido,Consolidado,Alto,18.666666666666668,25.787222222222223,Alto_Valor,Premium,Alto_Potencial,Individual,0.0156720916214587,0.75,0.1063829787234042,0.6619718309859155,0.3818181818181818,0.4067796610169492,0.3094032549728753,0.4387926008663199,0.354353863250923,0.3701491149858626,Premium,Consolidado,Alto,0.018155345575563,0.0245887624189194,Valor,Premium,Regular,Individual,0.16774193548387098,0.75,0.13157894736842105,0.6619718309859155,0.5185185185185185,0.4067796610169492,0.34241935483870967,0.49851192927545784,0.5296392190152801,0.4532177151445426,Valor,Consolidado,Moderado,0.4878691503861881,0.7462637861783771,Valor,Valor
3,35,45,0,17,29.0,1,6,0.0,0,1,1,Media_Carrera,Individual,0.2222222222222222,Básico,En_Desarrollo,Establecido,Establecido,Regular,Básico,Establecido,Adulto,Individual,Experiencia_Media,Bajo,Alto,Bajo,Estable,0.2055537272309811,Estándar,Adulto_Joven,0.090431654676259,0.3436127229744251,0.1403390620836664,Establecido,Básico,0.2016855634770069,Básico,14.09722222222222,33.069832800426326,Regular,Individual,0.0084388185654008,0.3407175743046285,0.1437345679012345,0.1653251078748806,Básico,Consolidado,Básico,2.8194444444444446,3.2246960733882033,Básico,Base,Regular,Individual,0.0120554550934297,0.0,0.1276595744680851,0.4788732394366197,0.3090909090909091,0.4576271186440678,0.0072332730560578,0.3407175743046285,0.0544343987516214,0.1500672186945988,Básico,Consolidado,Básico,0.0057730348334734,0.0060872865136057,Emergente,Básico,Regular,Individual,0.12903225806451613,0.0,0.15789473684210525,0.4788732394366197,0.41975308641975306,0.4576271186440678,0.09032258064516129,0.3910294777109702,0.1817895994466453,0.2230101002586396,Básico,Estable,Básico,0.19082235347569287,0.22551187267950526,Básico,Regular
1,51,28,0,8,43.0,5,1,0.0,0,5,4,Inicial_Carrera,Compartido,0.1,Premium,Principiante,En_Crecimiento,Establecido,Regular,Alto_Valor,Establecido,Joven,Mediana,Experiencia_Inicial,Medio,Alto,Muy_Alto,Arraigado,0.4249394101739884,VIP,Joven,0.4154676258992806,0.3457704706640877,0.4622888053193809,Establecido,Premium,0.3969529996892235,Alto_Valor,30.458333333333336,62.878418628733385,Premium_Plus,Extendida,0.3143459915611814,0.3441272781758248,0.4491666666666667,0.3652156444079522,Premium,Consolidado,Superior,30.458333333333336,44.13920138888889,Alto_Valor,Premium,Alto_Potencial,Mediana,0.0204942736588306,1.0,0.0212765957446808,0.704225352112676,0.1454545454545454,0.1694915254237288,0.4122965641952984,0.3441272781758248,0.4462093514550715,0.3918114072394636,Premium,Consolidado,Superior,0.028865174167367,0.0417450848122256,Alto_Valor,Premium,Alto_Potencial,Extendida,0.21935483870967742,1.0,0.02631578947368421,0.704225352112676,0.19753086419753085,0.1694915254237288,0.45354838709677414,0.3659656444188196,0.948730050933786,0.5714489263105935,Alto_Valor,Estable,Alto,0.7476601544752385,1.4569878109116938,Alto_Valor,Alto_Potencial
2,49,51,1,5,80.0,5,3,0.0,0,2,4,Avanzada_Carrera,Pareja,0.0909090909090909,Premium,Principiante,En_Crecimiento,Establecido,Regular,Premium,Establecido,Senior,Individual,Experiencia_Inicial,Muy_Alto,Medio,Muy_Alto,Estable,0.4297342976682484,VIP,Adulto_Maduro,0.4287769784172662,0.3213518160326671,0.4488620868011473,Establecido,Premium,0.3898239351402028,Alto_Valor,54.44444444444444,115.9089669440918,Premium_Plus,Individual,0.329957805907173,0.3195521290217125,0.4297979797979798,0.3562678711645038,Premium,Consolidado,Superior,54.44444444444444,77.84455667789001,Premium,Premium,Elite,Individual,0.0427968655816757,1.0,0.0638297872340425,0.676056338028169,0.0909090909090909,0.559322033898305,0.4256781193490054,0.3195521290217125,0.4453264143210604,0.3871573822124993,Premium,Consolidado,Superior,0.0578661844484629,0.083635524879338,Premium,Premium,Elite,Individual,0.45806451612903226,1.0,0.07894736842105263,0.676056338028169,0.12345679012345678,0.559322033898305,0.6206451612903225,0.33559472494486087,0.7558151978185935,0.5614285195278922,Premium,Estable,Alto,1.5354838709677419,2.6960259166504854,Premium,Alto_Potencial
1,35,39,1,11,30.0,3,2,0.0,1,3,3,Media_Carrera,Familia,0.0952380952380952,Establecido,Principiante,En_Crecimiento,Establecido,Regular,Crecimiento,Establecido,Adulto_Joven,Pequeña,Experiencia_Inicial,Bajo,Alto,Medio,Arraigado,0.277282897086586,Plus,Adulto_Joven,0.2507913669064748,0.2829550827423168,0.2784139541513642,Emergente,Emergente,0.2691813706897895,Emergente,14.583333333333334,38.35241862454093,Regular,Pequeña,0.1588607594936708,0.2800599340725203,0.2751190476190476,0.2361579570338811,Establecido,Estable,Moderado,8.75,11.157291666666666,Valor,Emergente,En_Desarrollo,Pequeña,0.0126582278481012,0.5,0.0425531914893617,0.4788732394366197,0.2,0.3559322033898305,0.2075949367088607,0.2800599340725203,0.2297718154940393,0.2410163114113603,Establecido,Estable,Moderado,0.0090925298627206,0.0111817369567117,Valor,Valor,Valor,Familiar,0.13548387096774195,0.5,0.05263157894736842,0.4788732394366197,0.2716049382716049,0.3559322033898305,0.24483870967741936,0.3107175868727635,0.3818319993532218,0.30899430359853053,Emergente,Estable,Básico,0.3005452067242163,0.41530298390375114,Emergente,En_Desarrollo
1,58,70,0,2,9.0,3,24,1.0,1,1,2,Senior,Individual,0.4615384615384615,Emergente,Experimentado,Establecido,Establecido,Senior,Básico,Leal,Senior_Avanzado,Individual,Experiencia_Alta,Medio,Medio,Bajo,Transitorio,0.4148887698351957,VIP,Senior,0.2432374100719424,0.4388953363421448,0.3562936631826614,Establecido,Establecido,0.3441118312021672,Emergente,7.25,12.206642968643951,Regular,Individual,0.15,0.4377998746833029,0.3581891025641025,0.3131866869083867,Emergente,Consolidado,Alto,4.35,5.908122596153845,Emergente,Preferente,Alto_Potencial,Individual,0.0,0.5,0.5106382978723404,0.8028169014084507,0.0363636363636363,0.8813559322033898,0.2,0.4377998746833029,0.304067908720097,0.3159335316173406,Emergente,Consolidado,Alto,0.0,0.0,Básico,Alto_Valor,Valor,Individual,0.0,0.5,0.631578947368421,0.8028169014084507,0.04938271604938271,0.8813559322033898,0.15,0.4671956364568176,0.3433198380566802,0.3190144241768902,Básico,Consolidado,Básico,0.0,0.0,Básico,En_Desarrollo
1,23,35,1,0,23.0,2,1,0.0,0,5,3,Inicial_Carrera,Familia,0.0588235294117647,Básico,Principiante,Nuevo,Nuevo_Residente,Regular,Básico,Reciente,Adulto_Joven,Mediana,Experiencia_Inicial,Muy_Bajo,Bajo,Bajo,Transitorio,0.1834765804377774,Básico,Adulto_Joven,0.168273381294964,0.1320330969267139,0.191203037569944,Básico,Básico,0.15836319880266,Básico,7.347222222222221,27.39766986410871,Regular,Extendida,0.0809071729957805,0.1281989811207671,0.188921568627451,0.129863624529027,Básico,Transitorio,Básico,2.9388888888888887,3.494108387799564,Emergente,Base,Regular,Mediana,0.0084388185654008,0.25,0.0212765957446808,0.3098591549295774,0.0,0.288135593220339,0.1050632911392405,0.1281989811207671,0.1196602597349648,0.117236960850996,Básico,Transitorio,Básico,0.0032685564865989,0.0036596728047437,Emergente,Básico,Regular,Extendida,0.09032258064516129,0.25,0.02631578947368421,0.30985915492957744,0.0,0.288135593220339,0.1382258064516129,0.12920681986656782,0.2436552481773694,0.16669799366457405,Básico,Nuevo,Básico,0.14788732394366197,0.18392084656144192,Básico,Regular
2,26,39,1,15,58.0,4,9,0.0,1,2,3,Media_Carrera,Pareja,0.4285714285714285,Premium,Establecido,Establecido,Establecido,Regular,Alto_Valor,Reciente,Adulto_Joven,Individual,Experiencia_Media,Alto,Alto,Muy_Alto,Arraigado,0.3013911424052248,Plus,Adulto_Joven,0.3408633093525181,0.2918332258757791,0.4288182600772529,Emergente,Premium,0.3388422661067695,Alto_Valor,20.944444444444443,82.87145908448068,Alto_Potencial,Individual,0.245675105485232,0.2882338518538698,0.4370634920634921,0.3179871826877333,Premium,Estable,Superior,16.755555555555556,24.078797178130515,Alto_Valor,Preferente,Alto_Potencial,Individual,0.0295358649789029,0.75,0.1914893617021276,0.352112676056338,0.2727272727272727,0.3559322033898305,0.3177215189873418,0.2882338518538698,0.4099115569363277,0.3243644597237503,Premium,Estable,Superior,0.0181999168003803,0.0256602730321358,Valor,Alto_Valor,Alto_Potencial,Individual,0.3161290322580645,0.75,0.23684210526315788,0.352112676056338,0.37037037037037035,0.3559322033898305,0.4462903225806451,0.33636163962331495,0.7883515239712184,0.5104336439627515,Alto_Valor,Estable,Alto,0.748023625624716,1.3377291908524371,Alto_Valor,Alto_Potencial
1,38,37,1,1,52.0,1,20,0.0,1,4,4,Media_Carrera,Familia,1.0526315789473684,Básico,Experimentado,En_Crecimiento,Establecido,Regular,Alto_Valor,Establecido,Adulto_Joven,Pequeña,Experiencia_Alta,Bajo,Medio,Bajo,Transitorio,0.2533565488035104,Estándar,Adulto_Joven,0.098705035971223,0.3034902213625618,0.2882816449543068,Establecido,Emergente,0.2185344319243753,Valor,27.444444444444446,66.99064553762396,Regular,Mediana,0.0181434599156118,0.3008298144768028,0.3517105263157895,0.2171538039320819,Básico,Consolidado,Alto,5.48888888888889,7.419388888888889,Emergente,Emergente,En_Desarrollo,Pequeña,0.025919228450874,0.0,0.425531914893617,0.5211267605633803,0.0181818181818181,0.3220338983050847,0.0155515370705244,0.3008298144768028,0.2262237103287272,0.1717972826846763,Básico,Consolidado,Moderado,0.0135072035589061,0.0165628532641673,Valor,Emergente,En_Desarrollo,Familiar,0.27741935483870966,0.0,0.5263157894736842,0.5211267605633803,0.024691358024691357,0.3220338983050847,0.19419354838709676,0.3235904053299655,0.6714538468412117,0.3826605378533353,Emergente,Estable,Medio,0.42199000454338936,0.7053368164225885,Valor,Valor
1,35,66,1,44,14.0,3,12,1.0,1,2,3,Senior,Pareja,0.25,Emergente,Establecido,Maduro,Establecido,Senior,Básico,Establecido,Senior_Avanzado,Individual,Experiencia_Media,Bajo,Premium,Bajo,Arraigado,0.2947225623756314,Plus,Senior,0.2450359712230215,0.5655082742316785,0.3060721422861711,Premium,Emergente,0.3854321266391143,Emergente,6.805555555555555,18.2850099920064,Fidelizado,Individual,0.1521097046413502,0.5626131255618819,0.3065798611111111,0.3421269489044645,Emergente,Arraigado,Moderado,4.083333333333333,5.335201099537036,Emergente,Preferente,Regular,Individual,0.0030138637733574,0.5,0.2553191489361702,0.4788732394366197,0.8,0.8135593220338984,0.2018083182640145,0.5626131255618819,0.2572150861316891,0.3572115947566964,Emergente,Arraigado,Moderado,0.0021648880625525,0.0027217299320274,Básico,Premium,Regular,Individual,0.03225806451612903,0.5,0.3157894736842105,0.4788732394366197,1.0,0.8135593220338984,0.17258064516129032,0.65470719051149,0.2934917940011319,0.37759828068581264,Emergente,Arraigado,Básico,0.07155838255338483,0.09256018062479704,Básico,En_Desarrollo
2,37,50,0,9,110.0,2,21,0.0,1,1,3,Media_Carrera,Individual,0.65625,Emergente,Experimentado,Establecido,Establecido,Regular,Premium,Establecido,Adulto,Individual,Experiencia_Alta,Muy_Alto,Alto,Alto,Estable,0.3052264146129905,Plus,Adulto_Maduro,0.199568345323741,0.3603718031377606,0.3347398081534772,Establecido,Establecido,0.2909240210152961,Alto_Valor,56.52777777777777,146.82137889688252,Regular,Individual,0.1176160337552742,0.3576331489906558,0.3290104166666667,0.2650403389610755,Emergente,Consolidado,Moderado,22.61111111111111,30.050402199074075,Alto_Valor,Valor,En_Desarrollo,Individual,0.0608800482218203,0.25,0.4468085106382978,0.5070422535211268,0.1636363636363636,0.5423728813559322,0.1365280289330922,0.3576331489906558,0.2770213605162764,0.2530687432727545,Emergente,Consolidado,Moderado,0.0385859460560833,0.0492750773293471,Alto_Valor,Valor,Valor,Individual,0.6516129032258065,0.25,0.5526315789473685,0.5070422535211268,0.2222222222222222,0.5423728813559322,0.5311290322580645,0.4022321060868133,0.7843474108658743,0.5619806216804695,Alto_Valor,Consolidado,Alto,1.227510222626079,2.190304687554237,Alto_Valor,Alto_Potencial
2,48,43,1,1,60.0,2,12,0.0,0,2,2,Media_Carrera,Pareja,0.48,Emergente,Establecido,En_Crecimiento,Establecido,Regular,Alto_Valor,Establecido,Adulto,Individual,Experiencia_Media,Alto,Medio,Medio,Transitorio,0.3199204041022501,Plus,Adulto_Joven,0.1815827338129496,0.325003223726628,0.2802390681372612,Establecido,Emergente,0.2586821966432833,Valor,40.0,76.81434408823567,Regular,Individual,0.0965189873417721,0.3231252894543275,0.2878333333333334,0.2332254968786349,Emergente,Consolidado,Moderado,16.0,20.605333333333338,Alto_Valor,Emergente,En_Desarrollo,Individual,0.0307414104882459,0.25,0.2553191489361702,0.6619718309859155,0.0181818181818181,0.423728813559322,0.1184448462929475,0.3231252894543275,0.2209793930410813,0.2208239329071263,Emergente,Consolidado,Moderado,0.0254374347349922,0.0310585836232529,Alto_Valor,Emergente,En_Desarrollo,Individual,0.32903225806451614,0.25,0.3157894736842105,0.6619718309859155,0.024691358024691357,0.423728813559322,0.30532258064516127,0.3378231703410849,0.5596590831918506,0.3929987378027413,Valor,Estable,Moderado,0.6835529304861426,1.0661095368751201,Valor,Valor
3,13,43,1,1,123.0,3,21,0.0,0,5,4,Media_Carrera,Familia,0.84,Establecido,Experimentado,En_Crecimiento,Establecido,Regular,Premium,Nuevo,Adulto,Mediana,Experiencia_Alta,Bajo,Bajo,Muy_Alto,Transitorio,0.2483439206081943,Estándar,Adulto_Joven,0.2842446043165467,0.1688566516226091,0.451795322239525,Emergente,Premium,0.2715995668235673,Premium,22.208333333333332,178.57082463546158,Alto_Potencial,Extendida,0.1981012658227848,0.1642400632032037,0.4563333333333333,0.2637194651590959,Establecido,Estable,Superior,13.325,19.405641666666664,Valor,Valor,Alto_Valor,Mediana,0.0687160940325497,0.5,0.4468085106382978,0.1690140845070422,0.0181818181818181,0.423728813559322,0.2412296564195298,0.1642400632032037,0.4231080985339834,0.2468095075558901,Establecido,Estable,Superior,0.0174209815857168,0.024791939979045,Valor,Valor,Alto_Potencial,Extendida,0.7354838709677419,0.5,0.5526315789473685,0.16901408450704225,0.024691358024691357,0.423728813559322,0.6648387096774193,0.18800849280216714,1.1551388794567063,0.6450381847048672,Premium,En_Proceso,Superior,1.2896865061335756,2.779453531679149,Premium,Elite
1,72,63,1,29,15.0,5,31,1.0,0,2,3,Avanzada_Carrera,Pareja,0.6888888888888889,Premium,Experimentado,Maduro,Establecido,Senior,Básico,Leal,Senior,Individual,Experiencia_Alta,Alto,Premium,Bajo,Arraigado,0.5695545691106689,VIP,Senior,0.4053956834532374,0.7428239845261122,0.5662472920214554,Premium,Premium,0.572537325596031,Alto_Valor,15.0,23.49370938032183,Alto_Potencial,Individual,0.3025316455696202,0.7428239845261122,0.5748148148148149,0.5383189149779508,Premium,Arraigado,Superior,15.0,23.622222222222224,Alto_Valor,Premium,Alto_Potencial,Individual,0.0036166365280289,1.0,0.6595744680851063,1.0,0.5272727272727272,0.7627118644067796,0.4021699819168174,0.7428239845261122,0.5545841128775194,0.5689144091526758,Premium,Arraigado,Superior,0.0072332730560578,0.0112447313770525,Valor,Premium,Alto_Potencial,Individual,0.03870967741935484,1.0,0.8157894736842105,1.0,0.7160493827160493,0.7627118644067796,0.3270967741935484,0.849577647823262,0.6342192039237879,0.60210180888302,Valor,Arraigado,Medio,0.15483870967741936,0.2530403928656188,Básico,Valor
1,30,27,0,4,47.0,4,2,0.0,1,2,2,Inicial_Carrera,Compartido,0.2222222222222222,Premium,Principiante,En_Crecimiento,Establecido,Regular,Alto_Valor,Reciente,Joven,Individual,Experiencia_Inicial,Alto,Medio,Muy_Alto,Estable,0.3005263023623654,Plus,Joven,0.3369064748201439,0.2042682140554481,0.4029862776445511,Emergente,Establecido,0.297067131079147,Alto_Valor,19.583333333333336,65.94035504929391,Alto_Valor,Individual,0.2410337552742615,0.2009818290789222,0.4019444444444445,0.2752887878569476,Premium,Estable,Alto,15.66666666666667,21.9637962962963,Alto_Valor,Valor,Alto_Valor,Individual,0.0229053646775165,0.75,0.0425531914893617,0.4084507042253521,0.0727272727272727,0.1525423728813559,0.31374321880651,0.2009818290789222,0.3699794809371718,0.2798859153416073,Premium,Estable,Alto,0.0163724965828727,0.0224299843702496,Valor,Valor,Valor,Individual,0.24516129032258063,0.75,0.05263157894736842,0.4084507042253521,0.09876543209876543,0.15254237288135594,0.39661290322580645,0.2134127703191207,1.011873231465761,0.5170709551804528,Alto_Valor,En_Proceso,Superior,0.6042707860063607,1.2157162189229722,Alto_Valor,Alto_Potencial
1,24,43,0,14,138.0,4,11,0.0,1,1,3,Media_Carrera,Individual,0.44,Premium,Establecido,Establecido,Establecido,Regular,Premium,Reciente,Adulto,Individual,Experiencia_Media,Muy_Alto,Alto,Muy_Alto,Estable,0.316497780499005,Plus,Adulto_Joven,0.3696402877697842,0.281960025789813,0.4629936551653132,Emergente,Premium,0.3532388564569015,Premium,46.0,201.8931244128132,Alto_Potencial,Individual,0.2794303797468354,0.2782041572452121,0.438,0.3265720879472166,Premium,Estable,Superior,36.8,52.91840000000001,Premium,Preferente,Alto_Potencial,Individual,0.077757685352622,0.75,0.2340425531914893,0.323943661971831,0.2545454545454545,0.423728813559322,0.3466546112115732,0.2782041572452121,0.4487632201288498,0.3396961514084841,Premium,Estable,Superior,0.0440809413442681,0.0638628465282328,Premium,Alto_Valor,Elite,Individual,0.832258064516129,0.75,0.2894736842105263,0.323943661971831,0.345679012345679,0.423728813559322,0.8075806451612902,0.3257438065691093,1.2222831918505943,0.7633485156608181,Premium,Estable,Superior,1.9282598818718764,4.285139525003683,Premium,Elite
2,25,51,1,20,359.0,3,29,0.0,0,2,4,Avanzada_Carrera,Pareja,0.8787878787878788,Premium,Experimentado,Maduro,Establecido,Regular,Premium,Reciente,Senior,Individual,Experiencia_Alta,Muy_Alto,Alto,Muy_Alto,Arraigado,0.3719599214245624,Premium,Adulto_Maduro,0.369136690647482,0.4077476896625833,0.5350733530822401,Establecido,Premium,0.4177684227404741,Premium,124.65277777777776,551.0913337565241,Premium_Plus,Individual,0.2976793248945147,0.4040700683793282,0.4634848484848484,0.3846577421912995,Premium,Consolidado,Superior,74.79166666666666,109.45647095959592,Premium,Premium,Elite,Individual,0.2109704641350211,0.5,0.6170212765957447,0.3380281690140845,0.3636363636363636,0.559322033898305,0.3265822784810127,0.4040700683793282,0.5151607716559456,0.3952930930753255,Premium,Consolidado,Superior,0.1069709395614191,0.1620781713306413,Premium,Premium,Elite,Individual,1.0,0.5,0.7631578947368421,0.3380281690140845,0.49382716049382713,0.559322033898305,0.85,0.48537371075053315,1.188038277511962,0.8237922820162751,Premium,Consolidado,Superior,2.007042253521127,4.391485275288093,Premium,Elite
2,50,52,0,30,214.0,3,22,0.0,0,1,4,Avanzada_Carrera,Individual,0.6470588235294118,Establecido,Experimentado,Maduro,Establecido,Regular,Premium,Establecido,Senior,Individual,Experiencia_Alta,Muy_Alto,Premium,Muy_Alto,Establecido,0.4264607888157559,VIP,Adulto_Maduro,0.316978417266187,0.5895766172361917,0.4434897850950009,Premium,Premium,0.4513199708199517,Premium,148.61111111111111,308.9068140103302,Premium_Plus,Individual,0.2364978902953586,0.587855177486583,0.4062990196078431,0.4104132796060324,Establecido,Arraigado,Superior,89.16666666666667,125.39499591503268,Premium,Premium,Elite,Individual,0.1235684147076552,0.5,0.4680851063829787,0.6901408450704225,0.5454545454545454,0.576271186440678,0.2741410488245931,0.587855177486583,0.4115192692335793,0.4271023443711863,Establecido,Arraigado,Superior,0.1279194152255304,0.1805607194999274,Premium,Premium,Elite,Individual,1.0,0.5,0.5789473684210527,0.6901408450704225,0.7407407407407407,0.576271186440678,0.85,0.6881421080086759,1.0950464396284831,0.8668636696915815,Premium,Arraigado,Superior,2.535211267605634,5.311385339903197,Premium,Elite
2,28,40,0,7,64.0,1,19,0.0,0,1,3,Media_Carrera,Individual,0.8636363636363636,Básico,Experimentado,Establecido,Establecido,Regular,Alto_Valor,Reciente,Adulto_Joven,Individual,Experiencia_Alta,Medio,Alto,Bajo,Transitorio,0.2124399204041022,Estándar,Adulto_Joven,0.1030215827338129,0.2873157102944337,0.2684429412991346,Emergente,Emergente,0.2098235054711256,Valor,24.88888888888889,81.1803482431446,Regular,Individual,0.0232067510548523,0.2838728307952162,0.3034848484848484,0.1985233081929785,Básico,Estable,Moderado,4.977777777777778,6.488457912457912,Emergente,Emergente,En_Desarrollo,Individual,0.0331525015069318,0.0,0.4042553191489361,0.380281690140845,0.1272727272727272,0.3728813559322034,0.0198915009041591,0.2838728307952162,0.199018344140539,0.1613094015078579,Básico,Estable,Moderado,0.0126072893054529,0.0151163711471249,Valor,Básico,Regular,Individual,0.3548387096774194,0.0,0.5,0.38028169014084506,0.1728395061728395,0.3728813559322034,0.24838709677419354,0.3212484785254739,0.6488269794721409,0.39402054519652585,Emergente,Estable,Medio,0.489777373920945,0.807558148055869,Valor,Valor
