region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,income_log,age_scaled,tenure_scaled,employ_scaled,retire_scaled
3,24,26,0,2,32.0,3,2,0.0,0,3,1,3.4965075614664802,-1.249468696833115,-0.5398815010710653,-0.8918289258651384,-0.2220764357981978
3,12,22,1,1,18.0,3,0,0.0,1,2,1,2.9444389791664403,-1.5681294203304665,-1.1019653127015336,-1.0902998117814928,-0.2220764357981978
1,25,39,1,1,26.0,4,0,0.0,0,4,2,3.295836866004329,-0.21382134546672266,-0.4930411834351928,-1.0902998117814928,-0.2220764357981978
3,63,28,1,9,34.0,2,10,0.0,1,6,3,3.5553480614894135,-1.0901383350844394,1.2868908867279576,-0.09794538219972089,-0.2220764357981978
1,33,54,1,18,57.0,4,4,0.0,1,3,3,4.060443010546419,0.9811563676483455,-0.11831864234821379,-0.693358039948784,-0.2220764357981978
2,57,54,1,20,21.0,2,0,0.0,1,3,1,3.091042453358316,0.9811563676483455,1.0058489809127233,-1.0902998117814928,-0.2220764357981978
3,13,33,0,7,38.0,3,10,0.0,1,1,4,3.6635616461296463,-0.6918124307127499,-1.0551249950656614,-0.09794538219972089,-0.2220764357981978
1,13,21,0,2,19.0,3,0,0.0,1,1,2,2.995732273553991,-1.6477946012048044,-1.0551249950656614,-1.0902998117814928,-0.2220764357981978
1,71,39,0,2,40.0,3,17,0.0,0,1,3,3.713572066704308,-0.21382134546672266,1.6616134278149366,0.5967027185075194,-0.2220764357981978
3,18,69,1,11,58.0,3,8,0.0,0,2,4,4.07753744390572,2.1761340807634135,-0.8209234068862995,-0.2964162681160753,-0.2220764357981978
1,17,51,1,10,95.0,2,15,0.0,1,2,1,4.564348191467836,0.7421608250253319,-0.8677637245221719,0.39823183259116507,-0.2220764357981978
2,22,43,0,4,114.0,2,19,0.0,0,1,1,4.74493212836325,0.10483937803062884,-0.63356213634281,0.7951736044238739,-0.2220764357981978
2,65,65,1,27,128.0,3,24,0.0,0,2,3,4.859812404361672,1.857473357266062,1.3805715219997023,1.2913508192147598,-0.2220764357981978
3,7,40,0,9,33.0,4,2,0.0,1,1,1,3.5263605246161616,-0.13415616459238477,-1.3361669008808956,-0.8918289258651384,-0.2220764357981978
3,72,66,0,30,460.0,4,41,0.0,1,1,4,6.133398042996649,1.9371385381404,1.708453745450809,2.978353349503772,-0.2220764357981978
1,35,43,0,12,224.0,3,17,0.0,0,1,1,5.41610040220442,0.10483937803062884,-0.02463800707646903,0.5967027185075194,-0.2220764357981978
1,24,39,0,2,122.0,4,12,0.0,0,3,4,4.812184355372417,-0.21382134546672266,-0.5398815010710653,0.10052550371663348,-0.2220764357981978
1,64,24,1,0,23.0,3,1,0.0,1,5,2,3.1780538303479458,-1.4087990585817909,1.3337312043638299,-0.9910643688233156,-0.2220764357981978
2,63,63,1,19,191.0,3,27,0.0,0,2,2,5.2574953720277815,1.6981429955173863,1.2868908867279576,1.5890571480892912,-0.2220764357981978
1,38,31,1,7,187.0,4,6,0.0,0,3,4,5.236441962829949,-0.8511427924614257,0.11588294583114811,-0.49488715403242967,-0.2220764357981978
2,29,37,1,9,119.0,3,12,0.0,0,3,1,4.787491742782046,-0.3731517072153984,-0.3056799128917033,0.10052550371663348,-0.2220764357981978
1,72,69,1,49,44.0,2,44,1.0,1,2,3,3.8066624897703196,2.1761340807634135,1.708453745450809,3.2760596783783034,4.502954113099627
1,10,27,1,2,15.0,3,2,0.0,1,2,4,2.772588722239781,-1.1698035159587772,-1.1956459479732786,-0.8918289258651384,-0.2220764357981978
3,72,64,0,41,674.0,4,37,0.0,1,1,3,6.51471269087253,1.7778081763917242,1.708453745450809,2.581411577671063,-0.2220764357981978
3,52,23,1,4,33.0,4,0,0.0,1,2,3,3.5263605246161616,-1.4884642394561287,0.7716473927333615,-1.0902998117814928,-0.2220764357981978
3,13,55,0,3,250.0,2,35,0.0,1,2,1,5.5254529391317835,1.0608215485226833,-1.0551249950656614,2.3829406917547087,-0.2220764357981978
1,3,33,0,6,64.0,4,0,0.0,0,2,1,4.174387269895637,-0.6918124307127499,-1.5235281714243851,-1.0902998117814928,-0.2220764357981978
3,39,24,1,2,26.0,2,4,0.0,0,4,1,3.295836866004329,-1.4087990585817909,0.16272326346702048,-0.693358039948784,-0.2220764357981978
2,28,29,0,4,23.0,3,5,0.0,0,2,2,3.1780538303479458,-1.0104731542101013,-0.3525202305275757,-0.5941225969906069,-0.2220764357981978
2,46,42,0,9,52.0,4,7,0.0,0,3,2,3.970291913552122,0.02517419715629097,0.49060548691812716,-0.39565171107425245,-0.2220764357981978
2,62,46,0,27,200.0,3,9,0.0,1,1,1,5.303304908059076,0.34383492065364246,1.240050569092085,-0.1971808251578981,-0.2220764357981978
2,23,33,1,7,28.0,1,4,0.0,0,2,3,3.367295829986474,-0.6918124307127499,-0.5867218187069376,-0.693358039948784,-0.2220764357981978
3,23,25,1,5,19.0,5,0,0.0,0,3,4,2.995732273553991,-1.3291338777074528,-0.5867218187069376,-1.0902998117814928,-0.2220764357981978
2,72,61,1,39,76.0,3,21,0.0,0,2,4,4.343805421853684,1.5388126337687107,1.708453745450809,0.9936444903402282,-0.2220764357981978
3,56,60,0,26,70.0,2,20,0.0,0,1,1,4.2626798770413155,1.4591474528943726,0.959008663276851,0.894409047382051,-0.2220764357981978
1,8,30,0,1,34.0,2,9,0.0,1,1,3,3.5553480614894135,-0.9308079733357635,-1.2893265832450234,-0.1971808251578981,-0.2220764357981978
3,3,36,0,7,34.0,5,3,0.0,1,3,4,3.5553480614894135,-0.4528168880897363,-1.5235281714243851,-0.7925934829069612,-0.2220764357981978
3,37,37,0,7,172.0,3,13,0.0,0,1,1,5.153291594497779,-0.3731517072153984,0.06904262819527573,0.19976094667481067,-0.2220764357981978
3,37,53,1,13,48.0,1,10,0.0,0,3,3,3.8918202981106265,0.9014911867740076,0.06904262819527573,-0.09794538219972089,-0.2220764357981978
2,6,30,0,9,45.0,2,2,0.0,1,1,1,3.828641396489095,-0.9308079733357635,-1.383007218516768,-0.8918289258651384,-0.2220764357981978
1,48,47,0,9,72.0,3,13,0.0,0,5,4,4.290459441148391,0.42350010152798034,0.5842861221898719,0.19976094667481067,-0.2220764357981978
2,43,43,1,3,55.0,4,18,0.0,1,4,4,4.02535169073515,0.10483937803062884,0.35008453401051,0.6959381614656966,-0.2220764357981978
2,21,29,0,7,40.0,4,2,0.0,1,4,1,3.713572066704308,-1.0104731542101013,-0.6804024539786824,-0.8918289258651384,-0.2220764357981978
3,6,33,0,12,26.0,3,0,0.0,0,1,3,3.295836866004329,-0.6918124307127499,-1.383007218516768,-1.0902998117814928,-0.2220764357981978
2,69,51,0,18,96.0,1,33,0.0,0,4,3,4.574710978503383,0.7421608250253319,1.5679327925431918,2.1844698058383543,-0.2220764357981978
1,22,33,0,9,54.0,1,10,0.0,0,1,3,4.007333185232471,-0.6918124307127499,-0.63356213634281,-0.09794538219972089,-0.2220764357981978
1,28,40,1,1,47.0,2,9,0.0,1,3,3,3.871201010907891,-0.13415616459238477,-0.3525202305275757,-0.1971808251578981,-0.2220764357981978
1,71,47,1,23,142.0,1,30,0.0,0,2,2,4.962844630259907,0.42350010152798034,1.6616134278149366,1.8867634769638226,-0.2220764357981978
2,7,37,0,5,57.0,4,1,0.0,0,1,1,4.060443010546419,-0.3731517072153984,-1.3361669008808956,-0.9910643688233156,-0.2220764357981978
1,63,29,0,10,20.0,3,7,0.0,0,2,4,3.044522437723423,-1.0104731542101013,1.2868908867279576,-0.39565171107425245,-0.2220764357981978
2,53,57,0,25,37.0,1,7,0.0,0,1,2,3.6375861597263857,1.2201519102713592,0.8184877103692338,-0.39565171107425245,-0.2220764357981978
2,50,52,1,17,36.0,4,16,0.0,0,4,4,3.6109179126442243,0.8218260058996697,0.6779667574616166,0.4974672755493422,-0.2220764357981978
2,39,31,1,6,24.0,4,2,0.0,0,2,4,3.2188758248682006,-0.8511427924614257,0.16272326346702048,-0.8918289258651384,-0.2220764357981978
3,16,19,0,0,21.0,2,0,0.0,1,1,1,3.091042453358316,-1.8071249629534802,-0.9146040421580443,-1.0902998117814928,-0.2220764357981978
3,43,51,1,15,186.0,3,25,0.0,0,2,4,5.231108616854587,0.7421608250253319,0.35008453401051,1.390586262172937,-0.2220764357981978
3,44,31,0,12,30.0,1,7,0.0,1,3,1,3.4339872044851463,-0.8511427924614257,0.39692485164638236,-0.39565171107425245,-0.2220764357981978
2,72,66,1,43,96.0,2,16,0.0,1,2,4,4.574710978503383,1.9371385381404,1.708453745450809,0.4974672755493422,-0.2220764357981978
3,61,76,0,39,15.0,1,29,1.0,0,1,3,2.772588722239781,2.7337903468837785,1.1932102514562128,1.7875280340056454,4.502954113099627
3,43,21,1,1,25.0,1,4,0.0,0,4,2,3.258096538021482,-1.6477946012048044,0.35008453401051,-0.693358039948784,-0.2220764357981978
3,24,39,0,11,49.0,3,7,0.0,1,1,1,3.912023005428146,-0.21382134546672266,-0.5398815010710653,-0.39565171107425245,-0.2220764357981978
3,64,45,0,4,38.0,2,7,0.0,1,1,3,3.6635616461296463,0.2641697397793046,1.3337312043638299,-0.39565171107425245,-0.2220764357981978
2,64,38,0,0,29.0,2,2,0.0,0,2,2,3.4011973816621555,-0.29348652634106054,1.3337312043638299,-0.8918289258651384,-0.2220764357981978
1,24,26,0,7,55.0,2,7,0.0,1,1,1,4.02535169073515,-1.249468696833115,-0.5398815010710653,-0.39565171107425245,-0.2220764357981978
3,33,55,1,21,64.0,3,10,0.0,1,3,1,4.174387269895637,1.0608215485226833,-0.11831864234821379,-0.09794538219972089,-0.2220764357981978
2,33,33,1,12,42.0,4,7,0.0,1,5,2,3.7612001156935624,-0.6918124307127499,-0.11831864234821379,-0.39565171107425245,-0.2220764357981978
1,2,40,0,9,134.0,4,2,0.0,0,1,1,4.90527477843843,-0.13415616459238477,-1.5703684890602576,-0.8918289258651384,-0.2220764357981978
2,42,48,1,22,82.0,1,21,0.0,1,5,4,4.418840607796598,0.5031652824023182,0.3032442163746376,0.9936444903402282,-0.2220764357981978
1,52,54,1,5,153.0,5,10,0.0,0,2,2,5.0369526024136295,0.9811563676483455,0.7716473927333615,-0.09794538219972089,-0.2220764357981978
1,45,66,0,43,144.0,2,13,0.0,1,1,2,4.976733742420574,1.9371385381404,0.44376516928225473,0.19976094667481067,-0.2220764357981978
3,3,25,0,4,22.0,4,0,0.0,0,2,4,3.1354942159291497,-1.3291338777074528,-1.5235281714243851,-1.0902998117814928,-0.2220764357981978
2,37,53,1,16,35.0,1,16,0.0,1,4,3,3.58351893845611,0.9014911867740076,0.06904262819527573,0.4974672755493422,-0.2220764357981978
2,28,57,0,33,82.0,4,22,0.0,1,1,2,4.418840607796598,1.2201519102713592,-0.3525202305275757,1.0928799332984054,-0.2220764357981978
3,40,63,1,9,61.0,1,22,0.0,0,2,1,4.127134385045092,1.6981429955173863,0.20956358110289286,1.0928799332984054,-0.2220764357981978
2,37,33,0,1,102.0,2,12,0.0,0,1,4,4.634728988229636,-0.6918124307127499,0.06904262819527573,0.10052550371663348,-0.2220764357981978
3,7,27,0,5,31.0,3,4,0.0,0,5,4,3.4657359027997265,-1.1698035159587772,-1.3361669008808956,-0.693358039948784,-0.2220764357981978
1,71,56,0,23,170.0,1,30,0.0,1,1,4,5.14166355650266,1.1404867293970211,1.6616134278149366,1.8867634769638226,-0.2220764357981978
2,19,46,0,11,26.0,2,0,0.0,1,1,1,3.295836866004329,0.34383492065364246,-0.7740830892504271,-1.0902998117814928,-0.2220764357981978
2,61,40,0,15,85.0,3,15,0.0,1,1,3,4.454347296253507,-0.13415616459238477,1.1932102514562128,0.39823183259116507,-0.2220764357981978
3,70,53,1,16,183.0,2,35,0.0,1,2,2,5.214935757608986,0.9014911867740076,1.6147731101790643,2.3829406917547087,-0.2220764357981978
2,60,55,1,13,67.0,1,18,0.0,1,2,1,4.219507705176107,1.0608215485226833,1.1463699338203404,0.6959381614656966,-0.2220764357981978
3,48,45,1,5,42.0,1,11,0.0,1,2,1,3.7612001156935624,0.2641697397793046,0.5842861221898719,0.0012900607584562936,-0.2220764357981978
1,8,63,1,1,31.0,1,9,0.0,0,2,3,3.4657359027997265,1.6981429955173863,-1.2893265832450234,-0.1971808251578981,-0.2220764357981978
2,58,58,1,10,96.0,2,17,0.0,0,4,3,4.574710978503383,1.299817091145697,1.0526892985485956,0.5967027185075194,-0.2220764357981978
1,16,24,1,5,24.0,3,2,0.0,0,5,3,3.2188758248682006,-1.4087990585817909,-0.9146040421580443,-0.8918289258651384,-0.2220764357981978
2,33,33,0,4,53.0,2,14,0.0,1,1,1,3.9889840465642745,-0.6918124307127499,-0.11831864234821379,0.29899638963298786,-0.2220764357981978
2,39,25,0,4,18.0,1,0,0.0,1,1,3,2.9444389791664403,-1.3291338777074528,0.16272326346702048,-1.0902998117814928,-0.2220764357981978
1,62,51,0,10,43.0,4,19,0.0,0,2,2,3.784189633918261,0.7421608250253319,1.240050569092085,0.7951736044238739,-0.2220764357981978
1,50,34,0,10,104.0,3,9,0.0,0,1,4,4.653960350157523,-0.6121472498384121,0.6779667574616166,-0.1971808251578981,-0.2220764357981978
2,48,55,0,31,26.0,1,1,0.0,0,1,1,3.295836866004329,1.0608215485226833,0.5842861221898719,-0.9910643688233156,-0.2220764357981978
3,31,62,0,5,56.0,2,26,0.0,1,1,3,4.04305126783455,1.6184778146430485,-0.21199927761995854,1.4898217051311142,-0.2220764357981978
2,65,33,1,9,49.0,2,6,0.0,0,5,2,3.912023005428146,-0.6918124307127499,1.3805715219997023,-0.49488715403242967,-0.2220764357981978
1,36,58,0,34,80.0,1,21,0.0,1,1,2,4.394449154672439,1.299817091145697,0.02220231055940335,0.9936444903402282,-0.2220764357981978
1,61,46,0,5,318.0,3,18,0.0,1,1,3,5.765191102784844,0.34383492065364246,1.1932102514562128,0.6959381614656966,-0.2220764357981978
2,48,42,0,21,35.0,4,5,0.0,0,1,3,3.58351893845611,0.02517419715629097,0.5842861221898719,-0.5941225969906069,-0.2220764357981978
3,35,45,0,17,29.0,1,6,0.0,0,1,1,3.4011973816621555,0.2641697397793046,-0.02463800707646903,-0.49488715403242967,-0.2220764357981978
1,51,28,0,8,43.0,5,1,0.0,0,5,4,3.784189633918261,-1.0901383350844394,0.724807075097489,-0.9910643688233156,-0.2220764357981978
2,49,51,1,5,80.0,5,3,0.0,0,2,4,4.394449154672439,0.7421608250253319,0.6311264398257442,-0.7925934829069612,-0.2220764357981978
1,35,39,1,11,30.0,3,2,0.0,1,3,3,3.4339872044851463,-0.21382134546672266,-0.02463800707646903,-0.8918289258651384,-0.2220764357981978
1,58,70,0,2,9.0,3,24,1.0,1,1,2,2.302585092994046,2.2557992616377516,1.0526892985485956,1.2913508192147598,4.502954113099627
1,23,35,1,0,23.0,2,1,0.0,0,5,3,3.1780538303479458,-0.5324820689640741,-0.5867218187069376,-0.9910643688233156,-0.2220764357981978
2,26,39,1,15,58.0,4,9,0.0,1,2,3,4.07753744390572,-0.21382134546672266,-0.44620086579932045,-0.1971808251578981,-0.2220764357981978
1,38,37,1,1,52.0,1,20,0.0,1,4,4,3.970291913552122,-0.3731517072153984,0.11588294583114811,0.894409047382051,-0.2220764357981978
1,35,66,1,44,14.0,3,12,1.0,1,2,3,2.70805020110221,1.9371385381404,-0.02463800707646903,0.10052550371663348,4.502954113099627
2,37,50,0,9,110.0,2,21,0.0,1,1,3,4.709530201312334,0.6624956441509939,0.06904262819527573,0.9936444903402282,-0.2220764357981978
2,48,43,1,1,60.0,2,12,0.0,0,2,2,4.110873864173311,0.10483937803062884,0.5842861221898719,0.10052550371663348,-0.2220764357981978
3,13,43,1,1,123.0,3,21,0.0,0,5,4,4.820281565605037,0.10483937803062884,-1.0551249950656614,0.9936444903402282,-0.2220764357981978
1,72,63,1,29,15.0,5,31,1.0,0,2,3,2.772588722239781,1.6981429955173863,1.708453745450809,1.9859989199219998,4.502954113099627
1,30,27,0,4,47.0,4,2,0.0,1,2,2,3.871201010907891,-1.1698035159587772,-0.25883959525583095,-0.8918289258651384,-0.2220764357981978
1,24,43,0,14,138.0,4,11,0.0,1,1,3,4.9344739331306915,0.10483937803062884,-0.5398815010710653,0.0012900607584562936,-0.2220764357981978
2,25,51,1,20,359.0,3,29,0.0,0,2,4,5.886104031450156,0.7421608250253319,-0.4930411834351928,1.7875280340056454,-0.2220764357981978
2,50,52,0,30,214.0,3,22,0.0,0,1,4,5.3706380281276624,0.8218260058996697,0.6779667574616166,1.0928799332984054,-0.2220764357981978
2,28,40,0,7,64.0,1,19,0.0,0,1,3,4.174387269895637,-0.13415616459238477,-0.3525202305275757,0.7951736044238739,-0.2220764357981978
3,34,51,0,8,50.0,4,14,0.0,0,1,1,3.9318256327243257,0.7421608250253319,-0.0714783247123414,0.29899638963298786,-0.2220764357981978
1,48,32,0,2,88.0,3,9,0.0,0,1,4,4.48863636973214,-0.7714776115870878,0.5842861221898719,-0.1971808251578981,-0.2220764357981978
2,42,36,1,8,86.0,2,15,0.0,1,2,2,4.465908118654584,-0.4528168880897363,0.3032442163746376,0.39823183259116507,-0.2220764357981978
3,67,65,1,30,17.0,1,29,1.0,1,2,3,2.8903717578961645,1.857473357266062,1.474252157271447,1.7875280340056454,4.502954113099627
1,17,41,1,7,25.0,2,17,0.0,0,3,3,3.258096538021482,-0.054490983718046906,-0.8677637245221719,0.5967027185075194,-0.2220764357981978
1,29,38,1,19,46.0,2,6,0.0,0,2,2,3.8501476017100584,-0.29348652634106054,-0.3056799128917033,-0.49488715403242967,-0.2220764357981978
3,66,61,0,26,361.0,1,40,0.0,1,1,2,5.8916442118257715,1.5388126337687107,1.4274118396355748,2.8791179065455945,-0.2220764357981978
2,1,21,0,1,18.0,3,0,0.0,1,1,1,2.9444389791664403,-1.6477946012048044,-1.6172088066961299,-1.0902998117814928,-0.2220764357981978
1,28,33,1,3,14.0,4,1,0.0,0,3,4,2.70805020110221,-0.6918124307127499,-0.3525202305275757,-0.9910643688233156,-0.2220764357981978
1,15,35,1,5,34.0,3,8,0.0,0,2,2,3.5553480614894135,-0.5324820689640741,-0.9614443597939166,-0.2964162681160753,-0.2220764357981978
2,12,64,0,13,9.0,2,6,1.0,1,1,3,2.302585092994046,1.7778081763917242,-1.1019653127015336,-0.49488715403242967,4.502954113099627
3,48,49,0,18,39.0,2,5,0.0,1,1,4,3.6888794541139363,0.5828304632766561,0.5842861221898719,-0.5941225969906069,-0.2220764357981978
2,59,25,1,4,18.0,3,2,0.0,0,4,1,2.9444389791664403,-1.3291338777074528,1.099529616184468,-0.8918289258651384,-0.2220764357981978
3,8,26,1,1,25.0,4,1,0.0,0,2,1,3.258096538021482,-1.249468696833115,-1.2893265832450234,-0.9910643688233156,-0.2220764357981978
1,45,52,0,15,46.0,5,8,0.0,1,1,2,3.8501476017100584,0.8218260058996697,0.44376516928225473,-0.2964162681160753,-0.2220764357981978
1,25,39,1,8,94.0,4,11,0.0,1,4,2,4.553876891600541,-0.21382134546672266,-0.4930411834351928,0.0012900607584562936,-0.2220764357981978
1,21,44,1,4,26.0,3,2,0.0,0,2,4,3.295836866004329,0.18450455890496673,-0.6804024539786824,-0.8918289258651384,-0.2220764357981978
2,17,68,1,1,335.0,1,35,0.0,1,3,4,5.817111159963204,2.096468899889076,-0.8677637245221719,2.3829406917547087,-0.2220764357981978
2,41,45,0,14,25.0,3,6,0.0,0,1,1,3.258096538021482,0.2641697397793046,0.25640389873876523,-0.49488715403242967,-0.2220764357981978
1,13,45,1,3,99.0,3,8,0.0,1,2,3,4.605170185988092,0.2641697397793046,-1.0551249950656614,-0.2964162681160753,-0.2220764357981978
2,1,26,1,3,30.0,2,7,0.0,1,5,1,3.4339872044851463,-1.249468696833115,-1.6172088066961299,-0.39565171107425245,-0.2220764357981978
3,3,31,1,4,35.0,2,2,0.0,1,3,4,3.58351893845611,-0.8511427924614257,-1.5235281714243851,-0.8918289258651384,-0.2220764357981978
1,23,27,1,2,51.0,5,1,0.0,1,2,1,3.9512437185814275,-1.1698035159587772,-0.5867218187069376,-0.9910643688233156,-0.2220764357981978
3,26,42,0,20,49.0,3,13,0.0,0,1,4,3.912023005428146,0.02517419715629097,-0.44620086579932045,0.19976094667481067,-0.2220764357981978
1,37,51,1,15,54.0,1,15,0.0,0,3,3,4.007333185232471,0.7421608250253319,0.06904262819527573,0.39823183259116507,-0.2220764357981978
3,5,30,0,3,46.0,4,7,0.0,0,1,2,3.8501476017100584,-0.9308079733357635,-1.4298475361526404,-0.39565171107425245,-0.2220764357981978
1,32,27,1,3,91.0,4,1,0.0,1,3,4,4.5217885770490405,-1.1698035159587772,-0.16515895998408617,-0.9910643688233156,-0.2220764357981978
3,12,22,0,1,23.0,4,0,0.0,0,2,1,3.1780538303479458,-1.5681294203304665,-1.1019653127015336,-1.0902998117814928,-0.2220764357981978
1,72,54,1,6,345.0,1,32,0.0,0,2,3,5.846438775057725,0.9811563676483455,1.708453745450809,2.0852343628801773,-0.2220764357981978
3,3,25,1,2,45.0,4,0,0.0,1,2,1,3.828641396489095,-1.3291338777074528,-1.5235281714243851,-1.0902998117814928,-0.2220764357981978
1,54,43,0,12,53.0,2,12,0.0,0,1,3,3.9889840465642745,0.10483937803062884,0.8653280280051062,0.10052550371663348,-0.2220764357981978
2,26,26,0,2,14.0,2,6,0.0,1,1,4,2.70805020110221,-1.249468696833115,-0.44620086579932045,-0.49488715403242967,-0.2220764357981978
3,14,36,0,13,67.0,5,4,0.0,1,1,1,4.219507705176107,-0.4528168880897363,-1.008284677429789,-0.693358039948784,-0.2220764357981978
3,22,51,0,27,49.0,3,1,0.0,0,1,1,3.912023005428146,0.7421608250253319,-0.63356213634281,-0.9910643688233156,-0.2220764357981978
3,65,47,1,18,37.0,1,15,0.0,1,4,1,3.6375861597263857,0.42350010152798034,1.3805715219997023,0.39823183259116507,-0.2220764357981978
3,26,45,0,18,33.0,1,9,0.0,0,1,1,3.5263605246161616,0.2641697397793046,-0.44620086579932045,-0.1971808251578981,-0.2220764357981978
1,20,37,0,5,46.0,3,10,0.0,1,4,4,3.8501476017100584,-0.3731517072153984,-0.7272427716145548,-0.09794538219972089,-0.2220764357981978
2,67,60,1,32,93.0,1,21,0.0,0,4,2,4.543294782270004,1.4591474528943726,1.474252157271447,0.9936444903402282,-0.2220764357981978
1,34,55,0,2,48.0,2,11,0.0,0,1,1,3.8918202981106265,1.0608215485226833,-0.0714783247123414,0.0012900607584562936,-0.2220764357981978
1,37,54,1,35,183.0,2,22,0.0,0,3,3,5.214935757608986,0.9811563676483455,0.06904262819527573,1.0928799332984054,-0.2220764357981978
2,22,23,1,3,16.0,1,5,0.0,0,4,1,2.833213344056216,-1.4884642394561287,-0.63356213634281,-0.5941225969906069,-0.2220764357981978
2,5,69,0,0,11.0,2,14,1.0,0,1,1,2.4849066497880004,2.1761340807634135,-1.4298475361526404,0.29899638963298786,4.502954113099627
1,28,31,1,0,42.0,4,5,0.0,1,3,3,3.7612001156935624,-0.8511427924614257,-0.3525202305275757,-0.5941225969906069,-0.2220764357981978
1,20,41,1,7,67.0,4,14,0.0,1,4,1,4.219507705176107,-0.054490983718046906,-0.7272427716145548,0.29899638963298786,-0.2220764357981978
3,72,41,0,20,181.0,4,12,0.0,0,1,4,5.204006687076795,-0.054490983718046906,1.708453745450809,0.10052550371663348,-0.2220764357981978
2,30,43,0,18,53.0,4,6,0.0,0,1,1,3.9889840465642745,0.10483937803062884,-0.25883959525583095,-0.49488715403242967,-0.2220764357981978
3,71,52,0,17,172.0,2,32,0.0,0,1,4,5.153291594497779,0.8218260058996697,1.6616134278149366,2.0852343628801773,-0.2220764357981978
2,56,44,0,24,87.0,2,19,0.0,0,1,3,4.477336814478207,0.18450455890496673,0.959008663276851,0.7951736044238739,-0.2220764357981978
1,8,29,1,2,21.0,5,0,0.0,0,2,1,3.091042453358316,-1.0104731542101013,-1.2893265832450234,-1.0902998117814928,-0.2220764357981978
2,32,65,0,6,9.0,2,30,1.0,1,1,2,2.302585092994046,1.857473357266062,-0.16515895998408617,1.8867634769638226,4.502954113099627
2,46,47,0,22,144.0,3,22,0.0,1,2,3,4.976733742420574,0.42350010152798034,0.49060548691812716,1.0928799332984054,-0.2220764357981978
3,60,45,1,23,117.0,4,11,0.0,0,3,4,4.770684624465665,0.2641697397793046,1.1463699338203404,0.0012900607584562936,-0.2220764357981978
2,42,32,1,0,59.0,4,4,0.0,1,6,4,4.0943445622221,-0.7714776115870878,0.3032442163746376,-0.693358039948784,-0.2220764357981978
3,71,60,1,39,508.0,4,35,0.0,0,4,4,6.2324480165505225,1.4591474528943726,1.6616134278149366,2.3829406917547087,-0.2220764357981978
2,72,63,1,40,222.0,2,43,1.0,1,2,3,5.407171771460119,1.6981429955173863,1.708453745450809,3.1768242354201264,4.502954113099627
3,45,66,0,11,87.0,3,25,1.0,1,1,1,4.477336814478207,1.9371385381404,0.44376516928225473,1.390586262172937,4.502954113099627
3,5,31,0,4,34.0,1,9,0.0,0,1,3,3.5553480614894135,-0.8511427924614257,-1.4298475361526404,-0.1971808251578981,-0.2220764357981978
2,17,38,1,19,18.0,4,0,0.0,1,4,2,2.9444389791664403,-0.29348652634106054,-0.8677637245221719,-1.0902998117814928,-0.2220764357981978
2,70,55,0,12,65.0,3,24,0.0,0,1,3,4.189654742026425,1.0608215485226833,1.6147731101790643,1.2913508192147598,-0.2220764357981978
3,57,57,1,19,130.0,3,27,0.0,1,2,2,4.875197323201151,1.2201519102713592,1.0058489809127233,1.5890571480892912,-0.2220764357981978
1,20,33,0,13,44.0,3,8,0.0,1,1,2,3.8066624897703196,-0.6918124307127499,-0.7272427716145548,-0.2964162681160753,-0.2220764357981978
1,72,52,1,21,63.0,1,24,0.0,0,3,3,4.1588830833596715,0.8218260058996697,1.708453745450809,1.2913508192147598,-0.2220764357981978
3,32,50,0,28,57.0,4,20,0.0,0,1,3,4.060443010546419,0.6624956441509939,-0.16515895998408617,0.894409047382051,-0.2220764357981978
3,22,57,1,7,264.0,1,35,0.0,1,2,3,5.579729825986222,1.2201519102713592,-0.63356213634281,2.3829406917547087,-0.2220764357981978
2,6,24,0,2,28.0,1,5,0.0,0,2,3,3.367295829986474,-1.4087990585817909,-1.383007218516768,-0.5941225969906069,-0.2220764357981978
3,32,23,1,2,26.0,3,1,0.0,1,6,4,3.295836866004329,-1.4884642394561287,-0.16515895998408617,-0.9910643688233156,-0.2220764357981978
1,38,33,0,3,38.0,4,0,0.0,0,1,2,3.6635616461296463,-0.6918124307127499,0.11588294583114811,-1.0902998117814928,-0.2220764357981978
1,53,35,0,15,59.0,3,5,0.0,1,1,3,4.0943445622221,-0.5324820689640741,0.8184877103692338,-0.5941225969906069,-0.2220764357981978
3,37,76,0,38,117.0,4,21,0.0,1,1,1,4.770684624465665,2.7337903468837785,0.06904262819527573,0.9936444903402282,-0.2220764357981978
1,47,35,1,13,70.0,4,9,0.0,1,2,4,4.2626798770413155,-0.5324820689640741,0.5374458045539995,-0.1971808251578981,-0.2220764357981978
3,69,59,0,37,104.0,2,13,0.0,0,1,3,4.653960350157523,1.3794822720200348,1.5679327925431918,0.19976094667481067,-0.2220764357981978
3,63,56,0,17,71.0,3,18,0.0,1,1,1,4.276666119016055,1.1404867293970211,1.2868908867279576,0.6959381614656966,-0.2220764357981978
1,61,34,1,0,70.0,3,7,0.0,1,3,4,4.2626798770413155,-0.6121472498384121,1.1932102514562128,-0.39565171107425245,-0.2220764357981978
1,56,38,1,8,56.0,4,10,0.0,0,2,4,4.04305126783455,-0.29348652634106054,0.959008663276851,-0.09794538219972089,-0.2220764357981978
3,40,57,1,18,68.0,1,23,0.0,0,2,3,4.23410650459726,1.2201519102713592,0.20956358110289286,1.1921153762565826,-0.2220764357981978
